
state,area,category,number,date
centralus,Arkansas,Volunteer/Service Clubs,0,2023-03-19
centralus,Arkansas,Youth Organizations,0,2023-03-19
centralus,Arkansas,Animal Shelter/Service Providers,0,2023-03-19
centralus,Arkansas,Agriculture/Livestock Sector,0,2023-03-19
centralus,Arkansas,Volunteer Radio Groups,0,2023-03-19
centralus,Arkansas,Science/Engineering Organizations,0,2023-03-19
centralus,Arkansas,Media Organizations,0,2023-03-19
centralus,Arkansas,Other,0,2023-03-19
centralus,Illinois,Individuals/Families,34,2023-03-19
centralus,Illinois,Childcare and Pre-Schools,0,2023-03-19
centralus,Illinois,K-12 Schools and Districts,325,2023-03-19
centralus,Illinois,Colleges and Universities,0,2023-03-19
centralus,Illinois,Local Government,25,2023-03-19
centralus,Illinois,State Government,30,2023-03-19
centralus,Illinois,Federal/National Government (Including Military),0,2023-03-19
centralus,Illinois,Tribes/Indigenous Peoples,0,2023-03-19
centralus,Illinois,Businesses,0,2023-03-19
centralus,Illinois,Hotels and Other Lodgings,0,2023-03-19
centralus,Illinois,Healthcare,226,2023-03-19
centralus,Illinois,Senior Facilities/Communities,0,2023-03-19
centralus,Illinois,Disability/AFN Organizations,0,2023-03-19
centralus,Illinois,Non-Profit Organizations,0,2023-03-19
centralus,Illinois,Neighborhood Groups,0,2023-03-19
centralus,Illinois,Preparedness Organizations,0,2023-03-19
centralus,Illinois,Faith-based Organizations,0,2023-03-19
centralus,Illinois,"Museums, Libraries, Parks, etc.",0,2023-03-19
centralus,Illinois,Volunteer/Service Clubs,0,2023-03-19
centralus,Illinois,Youth Organizations,0,2023-03-19
centralus,Illinois,Animal Shelter/Service Providers,0,2023-03-19
centralus,Illinois,Agriculture/Livestock Sector,0,2023-03-19
centralus,Illinois,Volunteer Radio Groups,0,2023-03-19
centralus,Illinois,Science/Engineering Organizations,0,2023-03-19
centralus,Illinois,Media Organizations,0,2023-03-19
centralus,Illinois,Other,4,2023-03-19
centralus,Indiana,Individuals/Families,2,2023-03-19
centralus,Indiana,Childcare and Pre-Schools,0,2023-03-19
centralus,Indiana,K-12 Schools and Districts,"1,651",2023-03-19
centralus,Indiana,Colleges and Universities,0,2023-03-19
centralus,Indiana,Local Government,0,2023-03-19
centralus,Indiana,State Government,0,2023-03-19
centralus,Indiana,Federal/National Government (Including Military),0,2023-03-19
centralus,Indiana,Tribes/Indigenous Peoples,0,2023-03-19
centralus,Indiana,Businesses,0,2023-03-19
centralus,Indiana,Hotels and Other Lodgings,0,2023-03-19
centralus,Indiana,Healthcare,0,2023-03-19
centralus,Indiana,Senior Facilities/Communities,0,2023-03-19
centralus,Indiana,Disability/AFN Organizations,40,2023-03-19
centralus,Indiana,Non-Profit Organizations,0,2023-03-19
centralus,Indiana,Neighborhood Groups,0,2023-03-19
centralus,Indiana,Preparedness Organizations,0,2023-03-19
centralus,Indiana,Faith-based Organizations,0,2023-03-19
centralus,Indiana,"Museums, Libraries, Parks, etc.",0,2023-03-19
centralus,Indiana,Volunteer/Service Clubs,0,2023-03-19
centralus,Indiana,Youth Organizations,0,2023-03-19
centralus,Indiana,Animal Shelter/Service Providers,0,2023-03-19
centralus,Indiana,Agriculture/Livestock Sector,0,2023-03-19
centralus,Indiana,Volunteer Radio Groups,0,2023-03-19
centralus,Indiana,Science/Engineering Organizations,0,2023-03-19
centralus,Indiana,Media Organizations,0,2023-03-19
centralus,Indiana,Other,0,2023-03-19
centralus,Kentucky,Individuals/Families,2,2023-03-19
centralus,Kentucky,Childcare and Pre-Schools,0,2023-03-19
centralus,Kentucky,K-12 Schools and Districts,0,2023-03-19
centralus,Kentucky,Colleges and Universities,0,2023-03-19
centralus,Kentucky,Local Government,150,2023-03-19
centralus,Kentucky,State Government,0,2023-03-19
centralus,Kentucky,Federal/National Government (Including Military),0,2023-03-19
centralus,Kentucky,Tribes/Indigenous Peoples,0,2023-03-19
centralus,Kentucky,Businesses,0,2023-03-19
centralus,Kentucky,Hotels and Other Lodgings,0,2023-03-19
centralus,Kentucky,Healthcare,16,2023-03-19
centralus,Kentucky,Senior Facilities/Communities,5,2023-03-19
centralus,Kentucky,Disability/AFN Organizations,0,2023-03-19
centralus,Kentucky,Non-Profit Organizations,0,2023-03-19
centralus,Kentucky,Neighborhood Groups,0,2023-03-19
centralus,Kentucky,Preparedness Organizations,0,2023-03-19
centralus,Kentucky,Faith-based Organizations,0,2023-03-19
centralus,Kentucky,"Museums, Libraries, Parks, etc.",0,2023-03-19
centralus,Kentucky,Volunteer/Service Clubs,0,2023-03-19
centralus,Kentucky,Youth Organizations,0,2023-03-19
centralus,Kentucky,Animal Shelter/Service Providers,0,2023-03-19
centralus,Kentucky,Agriculture/Livestock Sector,0,2023-03-19
centralus,Kentucky,Volunteer Radio Groups,0,2023-03-19
centralus,Kentucky,Science/Engineering Organizations,0,2023-03-19
centralus,Kentucky,Media Organizations,0,2023-03-19
centralus,Kentucky,Other,0,2023-03-19
centralus,Mississippi,Individuals/Families,12,2023-03-19
centralus,Mississippi,Childcare and Pre-Schools,0,2023-03-19
centralus,Mississippi,K-12 Schools and Districts,0,2023-03-19
centralus,Mississippi,Colleges and Universities,0,2023-03-19
centralus,Mississippi,Local Government,268,2023-03-19
centralus,Mississippi,State Government,0,2023-03-19
centralus,Mississippi,Federal/National Government (Including Military),0,2023-03-19
centralus,Mississippi,Tribes/Indigenous Peoples,0,2023-03-19
centralus,Mississippi,Businesses,0,2023-03-19
centralus,Mississippi,Hotels and Other Lodgings,0,2023-03-19
centralus,Mississippi,Healthcare,15,2023-03-19
centralus,Mississippi,Senior Facilities/Communities,0,2023-03-19
centralus,Mississippi,Disability/AFN Organizations,0,2023-03-19
centralus,Mississippi,Non-Profit Organizations,0,2023-03-19
centralus,Mississippi,Neighborhood Groups,0,2023-03-19
centralus,Mississippi,Preparedness Organizations,0,2023-03-19
centralus,Mississippi,Faith-based Organizations,0,2023-03-19
centralus,Mississippi,"Museums, Libraries, Parks, etc.",0,2023-03-19
centralus,Mississippi,Volunteer/Service Clubs,0,2023-03-19
centralus,Mississippi,Youth Organizations,0,2023-03-19
centralus,Mississippi,Animal Shelter/Service Providers,0,2023-03-19
centralus,Mississippi,Agriculture/Livestock Sector,0,2023-03-19
centralus,Mississippi,Volunteer Radio Groups,0,2023-03-19
centralus,Mississippi,Science/Engineering Organizations,0,2023-03-19
centralus,Mississippi,Media Organizations,0,2023-03-19
centralus,Mississippi,Other,0,2023-03-19
centralus,Missouri,Individuals/Families,40,2023-03-19
centralus,Missouri,Childcare and Pre-Schools,0,2023-03-19
centralus,Missouri,K-12 Schools and Districts,"1,000",2023-03-19
centralus,Missouri,Colleges and Universities,0,2023-03-19
centralus,Missouri,Local Government,0,2023-03-19
centralus,Missouri,State Government,0,2023-03-19
centralus,Missouri,Federal/National Government (Including Military),0,2023-03-19
centralus,Missouri,Tribes/Indigenous Peoples,0,2023-03-19
centralus,Missouri,Businesses,0,2023-03-19
centralus,Missouri,Hotels and Other Lodgings,0,2023-03-19
centralus,Missouri,Healthcare,"1,087",2023-03-19
centralus,Missouri,Senior Facilities/Communities,160,2023-03-19
centralus,Missouri,Disability/AFN Organizations,0,2023-03-19
centralus,Missouri,Non-Profit Organizations,0,2023-03-19
centralus,Missouri,Neighborhood Groups,0,2023-03-19
centralus,Missouri,Preparedness Organizations,0,2023-03-19
centralus,Missouri,Faith-based Organizations,0,2023-03-19
centralus,Missouri,"Museums, Libraries, Parks, etc.",0,2023-03-19
centralus,Missouri,Volunteer/Service Clubs,0,2023-03-19
centralus,Missouri,Youth Organizations,0,2023-03-19
centralus,Missouri,Animal Shelter/Service Providers,0,2023-03-19
centralus,Missouri,Agriculture/Livestock Sector,0,2023-03-19
centralus,Missouri,Volunteer Radio Groups,0,2023-03-19
centralus,Missouri,Science/Engineering Organizations,0,2023-03-19
centralus,Missouri,Media Organizations,0,2023-03-19
centralus,Missouri,Other,0,2023-03-19
centralus,Tennessee,Individuals/Families,2,2023-03-19
centralus,Tennessee,Childcare and Pre-Schools,31,2023-03-19
centralus,Tennessee,K-12 Schools and Districts,0,2023-03-19
centralus,Tennessee,Colleges and Universities,0,2023-03-19
centralus,Tennessee,Local Government,0,2023-03-19
centralus,Tennessee,State Government,0,2023-03-19
centralus,Tennessee,Federal/National Government (Including Military),0,2023-03-19
centralus,Tennessee,Tribes/Indigenous Peoples,0,2023-03-19
centralus,Tennessee,Businesses,0,2023-03-19
centralus,Tennessee,Hotels and Other Lodgings,0,2023-03-19
centralus,Tennessee,Healthcare,233,2023-03-19
centralus,Tennessee,Senior Facilities/Communities,250,2023-03-19
centralus,Tennessee,Disability/AFN Organizations,0,2023-03-19
centralus,Tennessee,Non-Profit Organizations,0,2023-03-19
centralus,Tennessee,Neighborhood Groups,0,2023-03-19
centralus,Tennessee,Preparedness Organizations,0,2023-03-19
centralus,Tennessee,Faith-based Organizations,0,2023-03-19
centralus,Tennessee,"Museums, Libraries, Parks, etc.",0,2023-03-19
centralus,Tennessee,Volunteer/Service Clubs,0,2023-03-19
centralus,Tennessee,Youth Organizations,0,2023-03-19
centralus,Tennessee,Animal Shelter/Service Providers,0,2023-03-19
centralus,Tennessee,Agriculture/Livestock Sector,0,2023-03-19
centralus,Tennessee,Volunteer Radio Groups,36,2023-03-19
centralus,Tennessee,Science/Engineering Organizations,0,2023-03-19
centralus,Tennessee,Media Organizations,0,2023-03-19
centralus,Tennessee,Other,0,2023-03-19
centralus,Iowa,Individuals/Families,0,2023-03-19
centralus,Iowa,Childcare and Pre-Schools,0,2023-03-19
centralus,Iowa,K-12 Schools and Districts,0,2023-03-19
centralus,Iowa,Colleges and Universities,0,2023-03-19
centralus,Iowa,Local Government,15,2023-03-19
centralus,Iowa,State Government,0,2023-03-19
centralus,Iowa,Federal/National Government (Including Military),0,2023-03-19
centralus,Iowa,Tribes/Indigenous Peoples,0,2023-03-19
centralus,Iowa,Businesses,0,2023-03-19
centralus,Iowa,Hotels and Other Lodgings,0,2023-03-19
centralus,Iowa,Healthcare,0,2023-03-19
centralus,Iowa,Senior Facilities/Communities,0,2023-03-19
centralus,Iowa,Disability/AFN Organizations,0,2023-03-19
centralus,Iowa,Non-Profit Organizations,0,2023-03-19
centralus,Iowa,Neighborhood Groups,0,2023-03-19
centralus,Iowa,Preparedness Organizations,0,2023-03-19
centralus,Iowa,Faith-based Organizations,0,2023-03-19
centralus,Iowa,"Museums, Libraries, Parks, etc.",0,2023-03-19
centralus,Iowa,Volunteer/Service Clubs,0,2023-03-19
centralus,Iowa,Youth Organizations,0,2023-03-19
centralus,Iowa,Animal Shelter/Service Providers,0,2023-03-19
centralus,Iowa,Agriculture/Livestock Sector,0,2023-03-19
centralus,Iowa,Volunteer Radio Groups,0,2023-03-19
centralus,Iowa,Science/Engineering Organizations,0,2023-03-19
centralus,Iowa,Media Organizations,0,2023-03-19
centralus,Iowa,Other,0,2023-03-19
centralus,Kansas,Individuals/Families,0,2023-03-19
centralus,Kansas,Childcare and Pre-Schools,0,2023-03-19
centralus,Kansas,K-12 Schools and Districts,0,2023-03-19
centralus,Kansas,Colleges and Universities,0,2023-03-19
centralus,Kansas,Local Government,0,2023-03-19
centralus,Kansas,State Government,0,2023-03-19
centralus,Kansas,Federal/National Government (Including Military),0,2023-03-19
centralus,Kansas,Tribes/Indigenous Peoples,0,2023-03-19
centralus,Kansas,Businesses,0,2023-03-19
centralus,Kansas,Hotels and Other Lodgings,0,2023-03-19
centralus,Kansas,Healthcare,0,2023-03-19
centralus,Kansas,Senior Facilities/Communities,0,2023-03-19
centralus,Kansas,Disability/AFN Organizations,0,2023-03-19
centralus,Kansas,Non-Profit Organizations,0,2023-03-19
centralus,Kansas,Neighborhood Groups,0,2023-03-19
centralus,Kansas,Preparedness Organizations,0,2023-03-19
centralus,Kansas,Faith-based Organizations,0,2023-03-19
centralus,Kansas,"Museums, Libraries, Parks, etc.",0,2023-03-19
centralus,Kansas,Volunteer/Service Clubs,0,2023-03-19
centralus,Kansas,Youth Organizations,0,2023-03-19
centralus,Kansas,Animal Shelter/Service Providers,0,2023-03-19
centralus,Kansas,Agriculture/Livestock Sector,0,2023-03-19
centralus,Kansas,Volunteer Radio Groups,0,2023-03-19
centralus,Kansas,Science/Engineering Organizations,0,2023-03-19
centralus,Kansas,Media Organizations,0,2023-03-19
centralus,Kansas,Other,0,2023-03-19
centralus,Oklahoma,Individuals/Families,0,2023-03-19
centralus,Oklahoma,Childcare and Pre-Schools,0,2023-03-19
centralus,Oklahoma,K-12 Schools and Districts,0,2023-03-19
centralus,Oklahoma,Colleges and Universities,0,2023-03-19
centralus,Oklahoma,Local Government,0,2023-03-19
centralus,Oklahoma,State Government,0,2023-03-19
centralus,Oklahoma,Federal/National Government (Including Military),0,2023-03-19
centralus,Oklahoma,Tribes/Indigenous Peoples,0,2023-03-19
centralus,Oklahoma,Businesses,0,2023-03-19
centralus,Oklahoma,Hotels and Other Lodgings,0,2023-03-19
centralus,Oklahoma,Healthcare,25,2023-03-19
centralus,Oklahoma,Senior Facilities/Communities,0,2023-03-19
centralus,Oklahoma,Disability/AFN Organizations,0,2023-03-19
centralus,Oklahoma,Non-Profit Organizations,0,2023-03-19
centralus,Oklahoma,Neighborhood Groups,0,2023-03-19
centralus,Oklahoma,Preparedness Organizations,0,2023-03-19
centralus,Oklahoma,Faith-based Organizations,0,2023-03-19
centralus,Oklahoma,"Museums, Libraries, Parks, etc.",0,2023-03-19
centralus,Oklahoma,Volunteer/Service Clubs,0,2023-03-19
centralus,Oklahoma,Youth Organizations,0,2023-03-19
centralus,Oklahoma,Animal Shelter/Service Providers,0,2023-03-19
centralus,Oklahoma,Agriculture/Livestock Sector,0,2023-03-19
centralus,Oklahoma,Volunteer Radio Groups,0,2023-03-19
centralus,Oklahoma,Science/Engineering Organizations,0,2023-03-19
centralus,Oklahoma,Media Organizations,0,2023-03-19
centralus,Oklahoma,Other,0,2023-03-19
centralus,Ohio,Individuals/Families,3,2023-03-19
centralus,Ohio,Childcare and Pre-Schools,0,2023-03-19
centralus,Ohio,K-12 Schools and Districts,0,2023-03-19
centralus,Ohio,Colleges and Universities,0,2023-03-19
centralus,Ohio,Local Government,0,2023-03-19
centralus,Ohio,State Government,0,2023-03-19
centralus,Ohio,Federal/National Government (Including Military),0,2023-03-19
centralus,Ohio,Tribes/Indigenous Peoples,0,2023-03-19
centralus,Ohio,Businesses,0,2023-03-19
centralus,Ohio,Hotels and Other Lodgings,0,2023-03-19
centralus,Ohio,Healthcare,40,2023-03-19
centralus,Ohio,Senior Facilities/Communities,0,2023-03-19
centralus,Ohio,Disability/AFN Organizations,0,2023-03-19
centralus,Ohio,Non-Profit Organizations,0,2023-03-19
centralus,Ohio,Neighborhood Groups,0,2023-03-19
centralus,Ohio,Preparedness Organizations,0,2023-03-19
centralus,Ohio,Faith-based Organizations,0,2023-03-19
centralus,Ohio,"Museums, Libraries, Parks, etc.",0,2023-03-19
centralus,Ohio,Volunteer/Service Clubs,0,2023-03-19
centralus,Ohio,Youth Organizations,0,2023-03-19
centralus,Ohio,Animal Shelter/Service Providers,0,2023-03-19
centralus,Ohio,Agriculture/Livestock Sector,0,2023-03-19
centralus,Ohio,Volunteer Radio Groups,0,2023-03-19
centralus,Ohio,Science/Engineering Organizations,0,2023-03-19
centralus,Ohio,Media Organizations,0,2023-03-19
centralus,Ohio,Other,0,2023-03-19
centralus,Louisiana,Individuals/Families,0,2023-03-19
centralus,Louisiana,Childcare and Pre-Schools,0,2023-03-19
centralus,Louisiana,K-12 Schools and Districts,0,2023-03-19
centralus,Louisiana,Colleges and Universities,0,2023-03-19
centralus,Louisiana,Local Government,0,2023-03-19
centralus,Louisiana,State Government,0,2023-03-19
centralus,Louisiana,Federal/National Government (Including Military),0,2023-03-19
centralus,Louisiana,Tribes/Indigenous Peoples,0,2023-03-19
centralus,Louisiana,Businesses,0,2023-03-19
centralus,Louisiana,Hotels and Other Lodgings,0,2023-03-19
centralus,Louisiana,Healthcare,0,2023-03-19
centralus,Louisiana,Senior Facilities/Communities,0,2023-03-19
centralus,Louisiana,Disability/AFN Organizations,0,2023-03-19
centralus,Louisiana,Non-Profit Organizations,0,2023-03-19
centralus,Louisiana,Neighborhood Groups,0,2023-03-19
centralus,Louisiana,Preparedness Organizations,0,2023-03-19
centralus,Louisiana,Faith-based Organizations,0,2023-03-19
centralus,Louisiana,"Museums, Libraries, Parks, etc.",0,2023-03-19
centralus,Louisiana,Volunteer/Service Clubs,0,2023-03-19
centralus,Louisiana,Youth Organizations,0,2023-03-19
centralus,Louisiana,Animal Shelter/Service Providers,0,2023-03-19
centralus,Louisiana,Agriculture/Livestock Sector,0,2023-03-19
centralus,Louisiana,Volunteer Radio Groups,0,2023-03-19
centralus,Louisiana,Science/Engineering Organizations,0,2023-03-19
centralus,Louisiana,Media Organizations,0,2023-03-19
centralus,Louisiana,Other,0,2023-03-19
centralus,Nebraska,Individuals/Families,0,2023-03-19
centralus,Nebraska,Childcare and Pre-Schools,0,2023-03-19
centralus,Nebraska,K-12 Schools and Districts,258,2023-03-19
centralus,Nebraska,Colleges and Universities,0,2023-03-19
centralus,Nebraska,Local Government,0,2023-03-19
centralus,Nebraska,State Government,0,2023-03-19
centralus,Nebraska,Federal/National Government (Including Military),0,2023-03-19
centralus,Nebraska,Tribes/Indigenous Peoples,0,2023-03-19
centralus,Nebraska,Businesses,0,2023-03-19
centralus,Nebraska,Hotels and Other Lodgings,0,2023-03-19
centralus,Nebraska,Healthcare,0,2023-03-19
centralus,Nebraska,Senior Facilities/Communities,0,2023-03-19
centralus,Nebraska,Disability/AFN Organizations,0,2023-03-19
centralus,Nebraska,Non-Profit Organizations,0,2023-03-19
centralus,Nebraska,Neighborhood Groups,0,2023-03-19
centralus,Nebraska,Preparedness Organizations,0,2023-03-19
centralus,Nebraska,Faith-based Organizations,0,2023-03-19
centralus,Nebraska,"Museums, Libraries, Parks, etc.",0,2023-03-19
centralus,Nebraska,Volunteer/Service Clubs,0,2023-03-19
centralus,Nebraska,Youth Organizations,0,2023-03-19
centralus,Nebraska,Animal Shelter/Service Providers,0,2023-03-19
centralus,Nebraska,Agriculture/Livestock Sector,0,2023-03-19
centralus,Nebraska,Volunteer Radio Groups,0,2023-03-19
centralus,Nebraska,Science/Engineering Organizations,0,2023-03-19
centralus,Nebraska,Media Organizations,0,2023-03-19
centralus,Nebraska,Other,0,2023-03-19
centralus,Other Areas,Individuals/Families,0,2023-03-19
centralus,Other Areas,Childcare and Pre-Schools,0,2023-03-19
centralus,Other Areas,K-12 Schools and Districts,0,2023-03-19
centralus,Other Areas,Colleges and Universities,0,2023-03-19
centralus,Other Areas,Local Government,0,2023-03-19
centralus,Other Areas,State Government,0,2023-03-19
centralus,Other Areas,Federal/National Government (Including Military),0,2023-03-19
centralus,Other Areas,Tribes/Indigenous Peoples,0,2023-03-19
centralus,Other Areas,Businesses,0,2023-03-19
centralus,Other Areas,Hotels and Other Lodgings,0,2023-03-19
centralus,Other Areas,Healthcare,0,2023-03-19
centralus,Other Areas,Senior Facilities/Communities,0,2023-03-19
centralus,Other Areas,Disability/AFN Organizations,0,2023-03-19
centralus,Other Areas,Non-Profit Organizations,0,2023-03-19
centralus,Other Areas,Neighborhood Groups,0,2023-03-19
centralus,Other Areas,Preparedness Organizations,0,2023-03-19
centralus,Other Areas,Faith-based Organizations,0,2023-03-19
centralus,Other Areas,"Museums, Libraries, Parks, etc.",0,2023-03-19
centralus,Other Areas,Volunteer/Service Clubs,0,2023-03-19
centralus,Other Areas,Youth Organizations,0,2023-03-19
centralus,Other Areas,Animal Shelter/Service Providers,0,2023-03-19
centralus,Other Areas,Agriculture/Livestock Sector,0,2023-03-19
centralus,Other Areas,Volunteer Radio Groups,0,2023-03-19
centralus,Other Areas,Science/Engineering Organizations,0,2023-03-19
centralus,Other Areas,Media Organizations,0,2023-03-19
centralus,Other Areas,Other,0,2023-03-19
centralus,Multiple,Individuals/Families,0,2023-03-19
centralus,Multiple,Childcare and Pre-Schools,0,2023-03-19
centralus,Multiple,K-12 Schools and Districts,0,2023-03-19
centralus,Multiple,Colleges and Universities,0,2023-03-19
centralus,Multiple,Local Government,0,2023-03-19
centralus,Multiple,State Government,0,2023-03-19
centralus,Multiple,Federal/National Government (Including Military),0,2023-03-19
centralus,Multiple,Tribes/Indigenous Peoples,0,2023-03-19
centralus,Multiple,Businesses,0,2023-03-19
centralus,Multiple,Hotels and Other Lodgings,0,2023-03-19
centralus,Multiple,Healthcare,0,2023-03-19
centralus,Multiple,Senior Facilities/Communities,0,2023-03-19
centralus,Multiple,Disability/AFN Organizations,0,2023-03-19
centralus,Multiple,Non-Profit Organizations,0,2023-03-19
centralus,Multiple,Neighborhood Groups,0,2023-03-19
centralus,Multiple,Preparedness Organizations,0,2023-03-19
centralus,Multiple,Faith-based Organizations,0,2023-03-19
centralus,Multiple,"Museums, Libraries, Parks, etc.",0,2023-03-19
centralus,Multiple,Volunteer/Service Clubs,0,2023-03-19
centralus,Multiple,Youth Organizations,0,2023-03-19
centralus,Multiple,Animal Shelter/Service Providers,0,2023-03-19
centralus,Multiple,Agriculture/Livestock Sector,0,2023-03-19
centralus,Multiple,Volunteer Radio Groups,0,2023-03-19
centralus,Multiple,Science/Engineering Organizations,0,2023-03-19
centralus,Multiple,Media Organizations,0,2023-03-19
centralus,Multiple,Other,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,Individuals/Families,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,Childcare and Pre-Schools,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,K-12 Schools and Districts,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,Colleges and Universities,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,Local Government,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,State Government,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,Federal/National Government (Including Military),0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,Businesses,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,Hotels and Other Lodgings,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,Healthcare,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,Senior Facilities/Communities,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,Disability/AFN Organizations,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,Non-Profit Organizations,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,Neighborhood Groups,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,Preparedness Organizations,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,Faith-based Organizations,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,"Museums, Libraries, Parks, etc.",0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,Volunteer/Service Clubs,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,Youth Organizations,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,Animal Shelter/Service Providers,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,Agriculture/Livestock Sector,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,Volunteer Radio Groups,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,Science/Engineering Organizations,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,Media Organizations,0,2023-03-19
cnmi,Commonwealth of the Northern Mariana Islands,Other,0,2023-03-19
cnmi,Other Areas,Individuals/Families,0,2023-03-19
cnmi,Other Areas,Childcare and Pre-Schools,0,2023-03-19
cnmi,Other Areas,K-12 Schools and Districts,0,2023-03-19
cnmi,Other Areas,Colleges and Universities,0,2023-03-19
cnmi,Other Areas,Local Government,0,2023-03-19
cnmi,Other Areas,State Government,0,2023-03-19
cnmi,Other Areas,Federal/National Government (Including Military),0,2023-03-19
cnmi,Other Areas,Businesses,0,2023-03-19
cnmi,Other Areas,Hotels and Other Lodgings,0,2023-03-19
cnmi,Other Areas,Healthcare,0,2023-03-19
cnmi,Other Areas,Senior Facilities/Communities,0,2023-03-19
cnmi,Other Areas,Disability/AFN Organizations,0,2023-03-19
cnmi,Other Areas,Non-Profit Organizations,0,2023-03-19
cnmi,Other Areas,Neighborhood Groups,0,2023-03-19
cnmi,Other Areas,Preparedness Organizations,0,2023-03-19
cnmi,Other Areas,Faith-based Organizations,0,2023-03-19
cnmi,Other Areas,"Museums, Libraries, Parks, etc.",0,2023-03-19
cnmi,Other Areas,Volunteer/Service Clubs,0,2023-03-19
cnmi,Other Areas,Youth Organizations,0,2023-03-19
cnmi,Other Areas,Animal Shelter/Service Providers,0,2023-03-19
cnmi,Other Areas,Agriculture/Livestock Sector,0,2023-03-19
cnmi,Other Areas,Volunteer Radio Groups,0,2023-03-19
cnmi,Other Areas,Science/Engineering Organizations,0,2023-03-19
cnmi,Other Areas,Media Organizations,0,2023-03-19
cnmi,Other Areas,Other,0,2023-03-19
colorado,Northwest,Individuals/Families,0,2023-03-19
colorado,Northwest,Childcare and Pre-Schools,0,2023-03-19
colorado,Northwest,K-12 Schools and Districts,0,2023-03-19
colorado,Northwest,Colleges and Universities,0,2023-03-19
colorado,Northwest,Local Government,0,2023-03-19
colorado,Northwest,State Government,0,2023-03-19
colorado,Northwest,Federal/National Government (Including Military),0,2023-03-19
colorado,Northwest,Tribes/Indigenous Peoples,0,2023-03-19
colorado,Northwest,Businesses,0,2023-03-19
colorado,Northwest,Hotels and Other Lodgings,0,2023-03-19
colorado,Northwest,Healthcare,0,2023-03-19
colorado,Northwest,Senior Facilities/Communities,0,2023-03-19
colorado,Northwest,Disability/AFN Organizations,0,2023-03-19
colorado,Northwest,Non-Profit Organizations,0,2023-03-19
colorado,Northwest,Neighborhood Groups,0,2023-03-19
colorado,Northwest,Preparedness Organizations,0,2023-03-19
colorado,Northwest,Faith-based Organizations,0,2023-03-19
colorado,Northwest,"Museums, Libraries, Parks, etc.",0,2023-03-19
colorado,Northwest,Volunteer/Service Clubs,0,2023-03-19
colorado,Northwest,Youth Organizations,0,2023-03-19
colorado,Northwest,Animal Shelter/Service Providers,0,2023-03-19
colorado,Northwest,Agriculture/Livestock Sector,0,2023-03-19
colorado,Northwest,Volunteer Radio Groups,0,2023-03-19
colorado,Northwest,Science/Engineering Organizations,0,2023-03-19
colorado,Northwest,Media Organizations,0,2023-03-19
colorado,Northwest,Other,0,2023-03-19
colorado,Northeast,Individuals/Families,0,2023-03-19
colorado,Northeast,Childcare and Pre-Schools,0,2023-03-19
colorado,Northeast,K-12 Schools and Districts,0,2023-03-19
colorado,Northeast,Colleges and Universities,0,2023-03-19
colorado,Northeast,Local Government,0,2023-03-19
colorado,Northeast,State Government,0,2023-03-19
colorado,Northeast,Federal/National Government (Including Military),0,2023-03-19
colorado,Northeast,Tribes/Indigenous Peoples,0,2023-03-19
colorado,Northeast,Businesses,0,2023-03-19
colorado,Northeast,Hotels and Other Lodgings,0,2023-03-19
colorado,Northeast,Healthcare,0,2023-03-19
colorado,Northeast,Senior Facilities/Communities,0,2023-03-19
colorado,Northeast,Disability/AFN Organizations,0,2023-03-19
colorado,Northeast,Non-Profit Organizations,0,2023-03-19
colorado,Northeast,Neighborhood Groups,0,2023-03-19
colorado,Northeast,Preparedness Organizations,0,2023-03-19
colorado,Northeast,Faith-based Organizations,0,2023-03-19
colorado,Northeast,"Museums, Libraries, Parks, etc.",0,2023-03-19
colorado,Northeast,Volunteer/Service Clubs,0,2023-03-19
colorado,Northeast,Youth Organizations,0,2023-03-19
colorado,Northeast,Animal Shelter/Service Providers,0,2023-03-19
colorado,Northeast,Agriculture/Livestock Sector,0,2023-03-19
